"rules"	"support"	"confidence"	"lift"	"count"
"{citrus fruit,cream cheese,other vegetables,whole milk} => {whipped/sour cream}"	0.00111845449923742	0.578947368421053	8.07652108995894	11
"{citrus fruit,fruit/vegetable juice,grapes} => {tropical fruit}"	0.00111845449923742	0.846153846153846	8.06387895050686	11
"{pastry,rolls/buns,whipped/sour cream,whole milk} => {citrus fruit}"	0.00101677681748856	0.666666666666667	8.05487305487305	10
"{other vegetables,soft cheese,tropical fruit} => {whipped/sour cream}"	0.00122013218098627	0.571428571428571	7.97163120567376	12
"{other vegetables,rice,whole milk,yogurt} => {root vegetables}"	0.00132180986273513	0.866666666666667	7.9511815920398	13
"{oil,other vegetables,tropical fruit,whole milk} => {root vegetables}"	0.00132180986273513	0.866666666666667	7.9511815920398	13
"{ham,other vegetables,pip fruit,yogurt} => {tropical fruit}"	0.00101677681748856	0.833333333333333	7.94169896640827	10
"{butter,soft cheese,whole milk} => {domestic eggs}"	0.00101677681748856	0.5	7.88060897435897	10
"{butter,hard cheese,other vegetables} => {domestic eggs}"	0.00101677681748856	0.5	7.88060897435897	10
"{citrus fruit,hygiene articles,tropical fruit} => {pip fruit}"	0.00101677681748856	0.588235294117647	7.77593295382669	10
"{ham,other vegetables,tropical fruit,yogurt} => {pip fruit}"	0.00101677681748856	0.588235294117647	7.77593295382669	10
"{brown bread,other vegetables,tropical fruit,yogurt} => {pip fruit}"	0.00101677681748856	0.588235294117647	7.77593295382669	10
"{butter,hamburger meat,yogurt} => {whipped/sour cream}"	0.00101677681748856	0.555555555555556	7.75019700551615	10
"{butter,napkins,other vegetables,whole milk} => {whipped/sour cream}"	0.00101677681748856	0.555555555555556	7.75019700551615	10
"{ham,other vegetables,tropical fruit,whole milk} => {pip fruit}"	0.00111845449923742	0.578947368421053	7.65315506508206	11
"{beef,citrus fruit,other vegetables,tropical fruit} => {root vegetables}"	0.00101677681748856	0.833333333333333	7.64536691542289	10
"{root vegetables,sliced cheese,yogurt} => {whipped/sour cream}"	0.00122013218098627	0.545454545454545	7.60928433268859	12
"{cream cheese,curd,yogurt} => {whipped/sour cream}"	0.00132180986273513	0.541666666666667	7.55644208037825	13
"{herbs,other vegetables,tropical fruit} => {citrus fruit}"	0.00101677681748856	0.625	7.55144348894349	10
"{fruit/vegetable juice,grapes,other vegetables} => {tropical fruit}"	0.00111845449923742	0.785714285714286	7.48788759689922	11
"{bottled water,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}"	0.00111845449923742	0.785714285714286	7.48788759689922	11
"{cream cheese,domestic eggs,other vegetables,whole milk} => {citrus fruit}"	0.00111845449923742	0.611111111111111	7.38363363363363	11
"{root vegetables,white bread,whole milk,yogurt} => {pip fruit}"	0.00101677681748856	0.555555555555556	7.3439366786141	10
"{instant coffee,other vegetables} => {whipped/sour cream}"	0.00101677681748856	0.526315789473684	7.34229189996267	10
"{cream cheese,margarine,yogurt} => {whipped/sour cream}"	0.00101677681748856	0.526315789473684	7.34229189996267	10
"{frozen vegetables,other vegetables,root vegetables,yogurt} => {whipped/sour cream}"	0.00101677681748856	0.526315789473684	7.34229189996267	10
"{margarine,tropical fruit,whole milk,yogurt} => {whipped/sour cream}"	0.00101677681748856	0.526315789473684	7.34229189996267	10
"{butter,domestic eggs,other vegetables,whole milk,yogurt} => {tropical fruit}"	0.00101677681748856	0.769230769230769	7.33079904591533	10
"{root vegetables,soft cheese,whole milk} => {whipped/sour cream}"	0.00122013218098627	0.521739130434783	7.27844588344126	12
"{citrus fruit,other vegetables,sausage,whole milk} => {whipped/sour cream}"	0.00122013218098627	0.521739130434783	7.27844588344126	12
"{frozen meals,tropical fruit,yogurt} => {pip fruit}"	0.00111845449923742	0.55	7.27049731182796	11
"{frozen vegetables,root vegetables,yogurt} => {whipped/sour cream}"	0.00132180986273513	0.52	7.25418439716312	13
"{oil,tropical fruit,whole milk,yogurt} => {root vegetables}"	0.00111845449923742	0.785714285714286	7.20848880597015	11
"{hygiene articles,sausage,whole milk} => {pip fruit}"	0.00132180986273513	0.541666666666667	7.16033826164874	13
"{butter,hard cheese} => {whipped/sour cream}"	0.00203355363497712	0.512820512820513	7.15402800509183	20
"{rice,whole milk,yogurt} => {root vegetables}"	0.00142348754448399	0.777777777777778	7.13567578772803	14
"{bottled water,herbs,whole milk} => {citrus fruit}"	0.00101677681748856	0.588235294117647	7.10724093077034	10
"{liquor,soda} => {bottled beer}"	0.00122013218098627	0.571428571428571	7.0959595959596	12
"{citrus fruit,fruit/vegetable juice,oil} => {root vegetables}"	0.00101677681748856	0.769230769230769	7.05726176808266	10
"{chicken,citrus fruit,sausage} => {root vegetables}"	0.00101677681748856	0.769230769230769	7.05726176808266	10
"{beef,citrus fruit,whipped/sour cream} => {root vegetables}"	0.00101677681748856	0.769230769230769	7.05726176808266	10
"{herbs,other vegetables,tropical fruit,whole milk} => {root vegetables}"	0.00101677681748856	0.769230769230769	7.05726176808266	10
"{herbs,other vegetables,rolls/buns,whole milk} => {root vegetables}"	0.00101677681748856	0.769230769230769	7.05726176808266	10
"{beef,other vegetables,rolls/buns,tropical fruit} => {root vegetables}"	0.00132180986273513	0.764705882352941	7.01574846356453	13
"{ham,other vegetables,pip fruit,whole milk} => {tropical fruit}"	0.00111845449923742	0.733333333333333	6.98869509043928	11
"{oil,root vegetables,whole milk,yogurt} => {tropical fruit}"	0.00111845449923742	0.733333333333333	6.98869509043928	11
"{hard cheese,other vegetables,tropical fruit} => {whipped/sour cream}"	0.00101677681748856	0.5	6.97517730496454	10
"{butter,long life bakery product,other vegetables} => {whipped/sour cream}"	0.00122013218098627	0.5	6.97517730496454	12
"{curd,frozen vegetables,other vegetables} => {whipped/sour cream}"	0.00101677681748856	0.5	6.97517730496454	10
"{butter,napkins,root vegetables} => {whipped/sour cream}"	0.00101677681748856	0.5	6.97517730496454	10
"{butter,fruit/vegetable juice,root vegetables} => {whipped/sour cream}"	0.00101677681748856	0.5	6.97517730496454	10
"{citrus fruit,pastry,rolls/buns,whole milk} => {whipped/sour cream}"	0.00101677681748856	0.5	6.97517730496454	10
"{brown bread,tropical fruit,whole milk,yogurt} => {pip fruit}"	0.00111845449923742	0.523809523809524	6.92428315412186	11
"{citrus fruit,frozen vegetables,other vegetables,whole milk} => {fruit/vegetable juice}"	0.00101677681748856	0.5	6.91631504922644	10
"{other vegetables,tropical fruit,turkey} => {root vegetables}"	0.00122013218098627	0.75	6.8808302238806	12
"{frozen fish,other vegetables,pip fruit} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{fruit/vegetable juice,ham,other vegetables} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{frozen meals,pip fruit,whole milk,yogurt} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{butter,sliced cheese,whole milk,yogurt} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{oil,other vegetables,root vegetables,yogurt} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{butter,other vegetables,white bread,yogurt} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{butter,fruit/vegetable juice,other vegetables,whipped/sour cream} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{oil,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}"	0.00101677681748856	0.714285714285714	6.80717054263566	10
"{other vegetables,rice,yogurt} => {root vegetables}"	0.00142348754448399	0.736842105263158	6.76011390416339	14
"{beef,other vegetables,rolls/buns,tropical fruit,whole milk} => {root vegetables}"	0.00111845449923742	0.733333333333333	6.72792288557214	11
"{citrus fruit,grapes,other vegetables} => {tropical fruit}"	0.00122013218098627	0.705882352941177	6.72708618331053	12
"{fruit/vegetable juice,oil,root vegetables} => {citrus fruit}"	0.00101677681748856	0.555555555555556	6.71239421239421	10
"{fruit/vegetable juice,root vegetables,tropical fruit,whole milk} => {citrus fruit}"	0.00101677681748856	0.555555555555556	6.71239421239421	10
"{bottled water,other vegetables,root vegetables,yogurt} => {tropical fruit}"	0.00142348754448399	0.7	6.67102713178295	14
"{butter,onions,other vegetables,whole milk} => {root vegetables}"	0.00132180986273513	0.722222222222222	6.62598466003317	13
"{butter milk,dessert} => {pip fruit}"	0.00142348754448399	0.5	6.60954301075269	14
"{sausage,sliced cheese,yogurt} => {pip fruit}"	0.00122013218098627	0.5	6.60954301075269	12
"{chocolate,citrus fruit,tropical fruit} => {pip fruit}"	0.00101677681748856	0.5	6.60954301075269	10
"{brown bread,other vegetables,tropical fruit,whole milk} => {pip fruit}"	0.00132180986273513	0.5	6.60954301075269	13
"{root vegetables,soda,whole milk,yogurt} => {pip fruit}"	0.00122013218098627	0.5	6.60954301075269	12
"{bottled water,herbs,other vegetables} => {root vegetables}"	0.00101677681748856	0.714285714285714	6.55317164179105	10
"{beef,butter,sausage} => {root vegetables}"	0.00101677681748856	0.714285714285714	6.55317164179105	10
"{citrus fruit,herbs,other vegetables,whole milk} => {root vegetables}"	0.00101677681748856	0.714285714285714	6.55317164179105	10
"{onions,other vegetables,rolls/buns,whole milk} => {root vegetables}"	0.00101677681748856	0.714285714285714	6.55317164179105	10
"{butter,onions,yogurt} => {tropical fruit}"	0.00111845449923742	0.6875	6.55190164728682	11
"{other vegetables,soft cheese,whole milk,yogurt} => {tropical fruit}"	0.00111845449923742	0.6875	6.55190164728682	11
"{brown bread,pip fruit,whole milk,yogurt} => {tropical fruit}"	0.00111845449923742	0.6875	6.55190164728682	11
"{bottled water,whipped/sour cream,whole milk,yogurt} => {tropical fruit}"	0.00111845449923742	0.6875	6.55190164728682	11
"{butter,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}"	0.00111845449923742	0.6875	6.55190164728682	11
"{butter,cream cheese,root vegetables} => {yogurt}"	0.00101677681748856	0.909090909090909	6.51669758812616	10
"{butter,sliced cheese,tropical fruit,whole milk} => {yogurt}"	0.00101677681748856	0.909090909090909	6.51669758812616	10
"{cream cheese,curd,other vegetables,whipped/sour cream} => {yogurt}"	0.00101677681748856	0.909090909090909	6.51669758812616	10
"{butter,other vegetables,tropical fruit,white bread} => {yogurt}"	0.00101677681748856	0.909090909090909	6.51669758812616	10
"{frozen meals,pip fruit,whole milk} => {tropical fruit}"	0.00152516522623284	0.681818181818182	6.49775369978858	15
"{citrus fruit,frozen vegetables,other vegetables,whole milk} => {root vegetables}"	0.00142348754448399	0.7	6.42210820895522	14
"{pip fruit,sliced cheese,yogurt} => {sausage}"	0.00122013218098627	0.6	6.38636363636364	12
"{rice,yogurt} => {root vegetables}"	0.0016268429079817	0.695652173913043	6.38221933809215	16
"{fruit/vegetable juice,other vegetables,root vegetables,soda} => {citrus fruit}"	0.00101677681748856	0.526315789473684	6.35911030647873	10
"{fruit/vegetable juice,misc. beverages,other vegetables} => {tropical fruit}"	0.00101677681748856	0.666666666666667	6.35335917312661	10
"{frankfurter,frozen meals,other vegetables} => {tropical fruit}"	0.00101677681748856	0.666666666666667	6.35335917312661	10
"{citrus fruit,hygiene articles,pip fruit} => {tropical fruit}"	0.00101677681748856	0.666666666666667	6.35335917312661	10
"{root vegetables,sliced cheese,whole milk,yogurt} => {tropical fruit}"	0.00101677681748856	0.666666666666667	6.35335917312661	10
"{butter,curd,other vegetables,yogurt} => {tropical fruit}"	0.00101677681748856	0.666666666666667	6.35335917312661	10
"{other vegetables,rice,whole milk} => {root vegetables}"	0.00183019827147941	0.692307692307692	6.3515355912744	18
"{fruit/vegetable juice,oil,other vegetables} => {citrus fruit}"	0.00111845449923742	0.523809523809524	6.32882882882883	11
"{herbs,other vegetables,tropical fruit} => {root vegetables}"	0.00111845449923742	0.6875	6.30742770522388	11
"{cat food,citrus fruit,other vegetables} => {root vegetables}"	0.00111845449923742	0.6875	6.30742770522388	11
"{citrus fruit,frozen vegetables,tropical fruit} => {root vegetables}"	0.00111845449923742	0.6875	6.30742770522388	11
"{citrus fruit,herbs,whole milk} => {root vegetables}"	0.00132180986273513	0.684210526315789	6.27724862529458	13
"{beef,sausage,yogurt} => {root vegetables}"	0.00132180986273513	0.684210526315789	6.27724862529458	13
"{citrus fruit,hard cheese,other vegetables} => {sausage}"	0.00101677681748856	0.588235294117647	6.26114081996435	10
"{flour,whipped/sour cream,whole milk} => {root vegetables}"	0.00172852058973055	0.68	6.23861940298507	17
"{oil,other vegetables,tropical fruit} => {root vegetables}"	0.00172852058973055	0.68	6.23861940298507	17
"{bottled water,root vegetables,whole milk,yogurt} => {tropical fruit}"	0.00152516522623284	0.652173913043478	6.21524266936299	15
"{candy,rolls/buns,yogurt} => {tropical fruit}"	0.00111845449923742	0.647058823529412	6.16649566803466	11
"{butter,domestic eggs,other vegetables,yogurt} => {tropical fruit}"	0.00111845449923742	0.647058823529412	6.16649566803466	11
"{beef,other vegetables,rolls/buns,root vegetables,whole milk} => {tropical fruit}"	0.00111845449923742	0.647058823529412	6.16649566803466	11
"{pip fruit,sausage,sliced cheese} => {yogurt}"	0.00122013218098627	0.857142857142857	6.14431486880467	12
"{butter,curd,tropical fruit,whole milk} => {yogurt}"	0.00122013218098627	0.857142857142857	6.14431486880467	12
"{pip fruit,salt} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{herbs,sausage} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{butter,rice,whole milk} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{curd,herbs,whole milk} => {root vegetables}"	0.00122013218098627	0.666666666666667	6.11629353233831	12
"{herbs,pip fruit,whole milk} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{herbs,other vegetables,rolls/buns} => {root vegetables}"	0.00122013218098627	0.666666666666667	6.11629353233831	12
"{citrus fruit,other vegetables,soft cheese} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{butter,oil,whole milk} => {root vegetables}"	0.00122013218098627	0.666666666666667	6.11629353233831	12
"{oil,shopping bags,whole milk} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{other vegetables,sliced cheese,whipped/sour cream,whole milk} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{oil,other vegetables,tropical fruit,yogurt} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{pip fruit,white bread,whole milk,yogurt} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{bottled water,frozen vegetables,other vegetables,whole milk} => {root vegetables}"	0.00101677681748856	0.666666666666667	6.11629353233831	10
"{beef,citrus fruit,other vegetables,whole milk} => {root vegetables}"	0.00142348754448399	0.666666666666667	6.11629353233831	14
"{beef,rolls/buns,tropical fruit,whole milk} => {root vegetables}"	0.00142348754448399	0.666666666666667	6.11629353233831	14
"{butter,tropical fruit,white bread} => {yogurt}"	0.00111845449923742	0.846153846153846	6.06554160125589	11
"{butter,margarine,tropical fruit} => {yogurt}"	0.00111845449923742	0.846153846153846	6.06554160125589	11
"{cream cheese,curd,whipped/sour cream,whole milk} => {yogurt}"	0.00111845449923742	0.846153846153846	6.06554160125589	11
"{chicken,domestic eggs,yogurt} => {citrus fruit}"	0.00101677681748856	0.5	6.04115479115479	10
"{fruit/vegetable juice,root vegetables,tropical fruit} => {citrus fruit}"	0.0016268429079817	0.5	6.04115479115479	16
"{other vegetables,root vegetables,turkey} => {tropical fruit}"	0.00122013218098627	0.631578947368421	6.01897184822521	12
"{beef,other vegetables,tropical fruit,whole milk} => {root vegetables}"	0.00193187595322827	0.655172413793103	6.01084019557385	19
"{herbs,tropical fruit,whole milk} => {root vegetables}"	0.00152516522623284	0.652173913043478	5.98333062946139	15
"{butter,onions,other vegetables} => {root vegetables}"	0.00152516522623284	0.652173913043478	5.98333062946139	15
"{cream cheese,margarine,whipped/sour cream} => {yogurt}"	0.00101677681748856	0.833333333333333	5.97363945578231	10
"{beef,butter,tropical fruit} => {yogurt}"	0.00101677681748856	0.833333333333333	5.97363945578231	10
"{fruit/vegetable juice,pork,tropical fruit} => {yogurt}"	0.00101677681748856	0.833333333333333	5.97363945578231	10
"{butter,curd,other vegetables,tropical fruit} => {yogurt}"	0.00101677681748856	0.833333333333333	5.97363945578231	10
"{margarine,root vegetables,tropical fruit,whole milk} => {yogurt}"	0.00101677681748856	0.833333333333333	5.97363945578231	10
"{herbs,other vegetables,yogurt} => {root vegetables}"	0.00132180986273513	0.65	5.96338619402985	13
"{frozen meals,other vegetables,yogurt} => {root vegetables}"	0.00132180986273513	0.65	5.96338619402985	13
"{butter,frozen meals,whole milk} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{chocolate,citrus fruit,pip fruit} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{domestic eggs,frankfurter,pip fruit} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{frankfurter,fruit/vegetable juice,other vegetables} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{brown bread,citrus fruit,fruit/vegetable juice} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{fruit/vegetable juice,pip fruit,rolls/buns} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{brown bread,other vegetables,pip fruit,yogurt} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{citrus fruit,pip fruit,whole milk,yogurt} => {tropical fruit}"	0.00101677681748856	0.625	5.9562742248062	10
"{beef,other vegetables,sugar} => {root vegetables}"	0.00111845449923742	0.647058823529412	5.93640254609306	11
"{other vegetables,whipped/sour cream,white bread,whole milk} => {root vegetables}"	0.00111845449923742	0.647058823529412	5.93640254609306	11
"{beef,butter,rolls/buns,whole milk} => {root vegetables}"	0.00111845449923742	0.647058823529412	5.93640254609306	11
"{brown bread,butter,yogurt} => {sausage}"	0.00101677681748856	0.555555555555556	5.91329966329966	10
"{misc. beverages,pip fruit} => {tropical fruit}"	0.00132180986273513	0.619047619047619	5.89954780361757	13
"{brown bread,other vegetables,pip fruit,whole milk} => {tropical fruit}"	0.00132180986273513	0.619047619047619	5.89954780361757	13
"{butter,other vegetables,root vegetables,yogurt} => {tropical fruit}"	0.00132180986273513	0.619047619047619	5.89954780361757	13
"{citrus fruit,oil,other vegetables} => {root vegetables}"	0.0016268429079817	0.64	5.87164179104478	16
"{ham,other vegetables,pip fruit} => {tropical fruit}"	0.0016268429079817	0.615384615384615	5.86463923673226	16
"{beef,butter,rolls/buns} => {root vegetables}"	0.00142348754448399	0.636363636363636	5.83828018995929	14
"{beef,citrus fruit,other vegetables} => {root vegetables}"	0.00213523131672598	0.636363636363636	5.83828018995929	21
"{oil,other vegetables,whole milk,yogurt} => {root vegetables}"	0.00142348754448399	0.636363636363636	5.83828018995929	14
"{butter,sliced cheese,yogurt} => {tropical fruit}"	0.00111845449923742	0.611111111111111	5.82391257536606	11
"{butter,other vegetables,sliced cheese} => {tropical fruit}"	0.00111845449923742	0.611111111111111	5.82391257536606	11
"{pip fruit,shopping bags,whipped/sour cream} => {tropical fruit}"	0.00111845449923742	0.611111111111111	5.82391257536606	11
"{citrus fruit,fruit/vegetable juice,other vegetables,yogurt} => {tropical fruit}"	0.00111845449923742	0.611111111111111	5.82391257536606	11
"{rolls/buns,root vegetables,whipped/sour cream,yogurt} => {tropical fruit}"	0.00111845449923742	0.611111111111111	5.82391257536606	11
"{citrus fruit,other vegetables,tropical fruit,whole milk} => {root vegetables}"	0.00315200813421454	0.63265306122449	5.80423773987207	31
"{citrus fruit,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}"	0.00142348754448399	0.608695652173913	5.80089315807213	14
"{domestic eggs,hard cheese,other vegetables} => {root vegetables}"	0.00122013218098627	0.631578947368421	5.79438334642577	12
"{sliced cheese,whipped/sour cream,yogurt} => {root vegetables}"	0.00122013218098627	0.631578947368421	5.79438334642577	12
"{fruit/vegetable juice,oil,whole milk} => {root vegetables}"	0.00122013218098627	0.631578947368421	5.79438334642577	12
"{beef,rolls/buns,sausage} => {root vegetables}"	0.00122013218098627	0.631578947368421	5.79438334642577	12
"{brown bread,citrus fruit,other vegetables,whole milk} => {root vegetables}"	0.00122013218098627	0.631578947368421	5.79438334642577	12
"{other vegetables,rolls/buns,tropical fruit,whipped/sour cream} => {root vegetables}"	0.00122013218098627	0.631578947368421	5.79438334642577	12
"{citrus fruit,other vegetables,root vegetables,yogurt} => {tropical fruit}"	0.00172852058973055	0.607142857142857	5.78609496124031	17
"{cream cheese,curd,other vegetables} => {root vegetables}"	0.00172852058973055	0.62962962962963	5.7764994472084	17
"{beef,rolls/buns,tropical fruit} => {root vegetables}"	0.00172852058973055	0.62962962962963	5.7764994472084	17
"{butter milk,other vegetables,pastry} => {yogurt}"	0.00122013218098627	0.8	5.73469387755102	12
"{fruit/vegetable juice,pastry,whipped/sour cream} => {yogurt}"	0.00122013218098627	0.8	5.73469387755102	12
"{berries,bottled beer} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{mayonnaise,other vegetables,yogurt} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{butter,herbs,whole milk} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{herbs,rolls/buns,whole milk} => {root vegetables}"	0.00152516522623284	0.625	5.73402518656716	15
"{frankfurter,sliced cheese,whole milk} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{citrus fruit,frozen vegetables,pip fruit} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{citrus fruit,frozen vegetables,other vegetables} => {root vegetables}"	0.00203355363497712	0.625	5.73402518656716	20
"{beef,sausage,tropical fruit} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{other vegetables,sliced cheese,tropical fruit,whole milk} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{citrus fruit,oil,other vegetables,whole milk} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{other vegetables,waffles,whole milk,yogurt} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
"{chicken,other vegetables,tropical fruit,whole milk} => {root vegetables}"	0.00101677681748856	0.625	5.73402518656716	10
