"","rules","support","confidence","lift","count"
"4693","{herbs,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00101677681748856,0.769230769230769,7.05726176808266,10
"4696","{herbs,other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00101677681748856,0.769230769230769,7.05726176808266,10
"4948","{beef,other vegetables,rolls/buns,tropical fruit} => {root vegetables}",0.00132180986273513,0.764705882352941,7.01574846356453,13
"4725","{ham,other vegetables,pip fruit,whole milk} => {tropical fruit}",0.00111845449923742,0.733333333333333,6.98869509043928,11
"4762","{oil,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.733333333333333,6.98869509043928,11
"1852","{hard cheese,other vegetables,tropical fruit} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454,10
"2530","{butter,long life bakery product,other vegetables} => {whipped/sour cream}",0.00122013218098627,0.5,6.97517730496454,12
"3097","{curd,frozen vegetables,other vegetables} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454,10
"3558","{butter,napkins,root vegetables} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454,10
"4050","{butter,fruit/vegetable juice,root vegetables} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454,10
"5385","{citrus fruit,pastry,rolls/buns,whole milk} => {whipped/sour cream}",0.00101677681748856,0.5,6.97517730496454,10
"5090","{brown bread,tropical fruit,whole milk,yogurt} => {pip fruit}",0.00111845449923742,0.523809523809524,6.92428315412186,11
"4892","{citrus fruit,frozen vegetables,other vegetables,whole milk} => {fruit/vegetable juice}",0.00101677681748856,0.5,6.91631504922644,10
"1479","{other vegetables,tropical fruit,turkey} => {root vegetables}",0.00122013218098627,0.75,6.8808302238806,12
"1516","{frozen fish,other vegetables,pip fruit} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"1957","{fruit/vegetable juice,ham,other vegetables} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"4707","{frozen meals,pip fruit,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"4733","{butter,sliced cheese,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"4758","{oil,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"4857","{butter,other vegetables,white bread,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"5166","{butter,fruit/vegetable juice,other vegetables,whipped/sour cream} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"5627","{oil,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.714285714285714,6.80717054263566,10
"1493","{other vegetables,rice,yogurt} => {root vegetables}",0.00142348754448399,0.736842105263158,6.76011390416339,14
"5631","{beef,other vegetables,rolls/buns,tropical fruit,whole milk} => {root vegetables}",0.00111845449923742,0.733333333333333,6.72792288557214,11
"1737","{citrus fruit,grapes,other vegetables} => {tropical fruit}",0.00122013218098627,0.705882352941177,6.72708618331053,12
"2085","{fruit/vegetable juice,oil,root vegetables} => {citrus fruit}",0.00101677681748856,0.555555555555556,6.71239421239421,10
"5332","{fruit/vegetable juice,root vegetables,tropical fruit,whole milk} => {citrus fruit}",0.00101677681748856,0.555555555555556,6.71239421239421,10
"5576","{bottled water,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00142348754448399,0.7,6.67102713178295,14
"4777","{butter,onions,other vegetables,whole milk} => {root vegetables}",0.00132180986273513,0.722222222222222,6.62598466003317,13
"739","{butter milk,dessert} => {pip fruit}",0.00142348754448399,0.5,6.60954301075269,14
"2030","{sausage,sliced cheese,yogurt} => {pip fruit}",0.00122013218098627,0.5,6.60954301075269,12
"3014","{chocolate,citrus fruit,tropical fruit} => {pip fruit}",0.00101677681748856,0.5,6.60954301075269,10
"5094","{brown bread,other vegetables,tropical fruit,whole milk} => {pip fruit}",0.00132180986273513,0.5,6.60954301075269,13
"5492","{root vegetables,soda,whole milk,yogurt} => {pip fruit}",0.00122013218098627,0.5,6.60954301075269,12
"1566","{bottled water,herbs,other vegetables} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105,10
"3273","{beef,butter,sausage} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105,10
"4690","{citrus fruit,herbs,other vegetables,whole milk} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105,10
"4791","{onions,other vegetables,rolls/buns,whole milk} => {root vegetables}",0.00101677681748856,0.714285714285714,6.55317164179105,10
"2157","{butter,onions,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682,11
"4700","{other vegetables,soft cheese,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682,11
"5089","{brown bread,pip fruit,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682,11
"5415","{bottled water,whipped/sour cream,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682,11
"5642","{butter,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00111845449923742,0.6875,6.55190164728682,11
"2687","{butter,cream cheese,root vegetables} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"4732","{butter,sliced cheese,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"4804","{cream cheese,curd,other vegetables,whipped/sour cream} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"4856","{butter,other vegetables,tropical fruit,white bread} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"1798","{frozen meals,pip fruit,whole milk} => {tropical fruit}",0.00152516522623284,0.681818181818182,6.49775369978858,15
"4910","{citrus fruit,frozen vegetables,other vegetables,whole milk} => {root vegetables}",0.00142348754448399,0.7,6.42210820895522,14
"2029","{pip fruit,sliced cheese,yogurt} => {sausage}",0.00122013218098627,0.6,6.38636363636364,12
"133","{rice,yogurt} => {root vegetables}",0.0016268429079817,0.695652173913043,6.38221933809215,16
"5340","{fruit/vegetable juice,other vegetables,root vegetables,soda} => {citrus fruit}",0.00101677681748856,0.526315789473684,6.35911030647873,10
"1718","{fruit/vegetable juice,misc. beverages,other vegetables} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661,10
"1777","{frankfurter,frozen meals,other vegetables} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661,10
"2325","{citrus fruit,hygiene articles,pip fruit} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661,10
"4741","{root vegetables,sliced cheese,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661,10
"4983","{butter,curd,other vegetables,yogurt} => {tropical fruit}",0.00101677681748856,0.666666666666667,6.35335917312661,10
"1499","{other vegetables,rice,whole milk} => {root vegetables}",0.00183019827147941,0.692307692307692,6.3515355912744,18
"2087","{fruit/vegetable juice,oil,other vegetables} => {citrus fruit}",0.00111845449923742,0.523809523809524,6.32882882882883,11
"1572","{herbs,other vegetables,tropical fruit} => {root vegetables}",0.00111845449923742,0.6875,6.30742770522388,11
"1753","{cat food,citrus fruit,other vegetables} => {root vegetables}",0.00111845449923742,0.6875,6.30742770522388,11
"3189","{citrus fruit,frozen vegetables,tropical fruit} => {root vegetables}",0.00111845449923742,0.6875,6.30742770522388,11
"1560","{citrus fruit,herbs,whole milk} => {root vegetables}",0.00132180986273513,0.684210526315789,6.27724862529458,13
"3353","{beef,sausage,yogurt} => {root vegetables}",0.00132180986273513,0.684210526315789,6.27724862529458,13
"1860","{citrus fruit,hard cheese,other vegetables} => {sausage}",0.00101677681748856,0.588235294117647,6.26114081996435,10
"1647","{flour,whipped/sour cream,whole milk} => {root vegetables}",0.00172852058973055,0.68,6.23861940298507,17
"2109","{oil,other vegetables,tropical fruit} => {root vegetables}",0.00172852058973055,0.68,6.23861940298507,17
"5579","{bottled water,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00152516522623284,0.652173913043478,6.21524266936299,15
"1926","{candy,rolls/buns,yogurt} => {tropical fruit}",0.00111845449923742,0.647058823529412,6.16649566803466,11
"5152","{butter,domestic eggs,other vegetables,yogurt} => {tropical fruit}",0.00111845449923742,0.647058823529412,6.16649566803466,11
"5632","{beef,other vegetables,rolls/buns,root vegetables,whole milk} => {tropical fruit}",0.00111845449923742,0.647058823529412,6.16649566803466,11
"2028","{pip fruit,sausage,sliced cheese} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467,12
"4985","{butter,curd,tropical fruit,whole milk} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467,12
"150","{pip fruit,salt} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"309","{herbs,sausage} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"1488","{butter,rice,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"1535","{curd,herbs,whole milk} => {root vegetables}",0.00122013218098627,0.666666666666667,6.11629353233831,12
"1547","{herbs,pip fruit,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"1583","{herbs,other vegetables,rolls/buns} => {root vegetables}",0.00122013218098627,0.666666666666667,6.11629353233831,12
"1700","{citrus fruit,other vegetables,soft cheese} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"2077","{butter,oil,whole milk} => {root vegetables}",0.00122013218098627,0.666666666666667,6.11629353233831,12
"2104","{oil,shopping bags,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"4737","{other vegetables,sliced cheese,whipped/sour cream,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"4757","{oil,other vegetables,tropical fruit,yogurt} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"4873","{pip fruit,white bread,whole milk,yogurt} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"4916","{bottled water,frozen vegetables,other vegetables,whole milk} => {root vegetables}",0.00101677681748856,0.666666666666667,6.11629353233831,10
"4944","{beef,citrus fruit,other vegetables,whole milk} => {root vegetables}",0.00142348754448399,0.666666666666667,6.11629353233831,14
"4951","{beef,rolls/buns,tropical fruit,whole milk} => {root vegetables}",0.00142348754448399,0.666666666666667,6.11629353233831,14
"2907","{butter,tropical fruit,white bread} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"3937","{butter,margarine,tropical fruit} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"4809","{cream cheese,curd,whipped/sour cream,whole milk} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"2810","{chicken,domestic eggs,yogurt} => {citrus fruit}",0.00101677681748856,0.5,6.04115479115479,10
"4361","{fruit/vegetable juice,root vegetables,tropical fruit} => {citrus fruit}",0.0016268429079817,0.5,6.04115479115479,16
"1480","{other vegetables,root vegetables,turkey} => {tropical fruit}",0.00122013218098627,0.631578947368421,6.01897184822521,12
"4955","{beef,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00193187595322827,0.655172413793103,6.01084019557385,19
"1574","{herbs,tropical fruit,whole milk} => {root vegetables}",0.00152516522623284,0.652173913043478,5.98333062946139,15
"2161","{butter,onions,other vegetables} => {root vegetables}",0.00152516522623284,0.652173913043478,5.98333062946139,15
"2680","{cream cheese,margarine,whipped/sour cream} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"3275","{beef,butter,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"3652","{fruit/vegetable juice,pork,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"4982","{butter,curd,other vegetables,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"5136","{margarine,root vegetables,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"1579","{herbs,other vegetables,yogurt} => {root vegetables}",0.00132180986273513,0.65,5.96338619402985,13
"1811","{frozen meals,other vegetables,yogurt} => {root vegetables}",0.00132180986273513,0.65,5.96338619402985,13
"1783","{butter,frozen meals,whole milk} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"3013","{chocolate,citrus fruit,pip fruit} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"3726","{domestic eggs,frankfurter,pip fruit} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"3736","{frankfurter,fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"3866","{brown bread,citrus fruit,fruit/vegetable juice} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"4342","{fruit/vegetable juice,pip fruit,rolls/buns} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"5085","{brown bread,other vegetables,pip fruit,yogurt} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"5460","{citrus fruit,pip fruit,whole milk,yogurt} => {tropical fruit}",0.00101677681748856,0.625,5.9562742248062,10
"2398","{beef,other vegetables,sugar} => {root vegetables}",0.00111845449923742,0.647058823529412,5.93640254609306,11
"4867","{other vegetables,whipped/sour cream,white bread,whole milk} => {root vegetables}",0.00111845449923742,0.647058823529412,5.93640254609306,11
"4927","{beef,butter,rolls/buns,whole milk} => {root vegetables}",0.00111845449923742,0.647058823529412,5.93640254609306,11
"3853","{brown bread,butter,yogurt} => {sausage}",0.00101677681748856,0.555555555555556,5.91329966329966,10
"576","{misc. beverages,pip fruit} => {tropical fruit}",0.00132180986273513,0.619047619047619,5.89954780361757,13
"5093","{brown bread,other vegetables,pip fruit,whole milk} => {tropical fruit}",0.00132180986273513,0.619047619047619,5.89954780361757,13
"5210","{butter,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00132180986273513,0.619047619047619,5.89954780361757,13
"2098","{citrus fruit,oil,other vegetables} => {root vegetables}",0.0016268429079817,0.64,5.87164179104478,16
"1965","{ham,other vegetables,pip fruit} => {tropical fruit}",0.0016268429079817,0.615384615384615,5.86463923673226,16
"3278","{beef,butter,rolls/buns} => {root vegetables}",0.00142348754448399,0.636363636363636,5.83828018995929,14
"3342","{beef,citrus fruit,other vegetables} => {root vegetables}",0.00213523131672598,0.636363636363636,5.83828018995929,21
"4774","{oil,other vegetables,whole milk,yogurt} => {root vegetables}",0.00142348754448399,0.636363636363636,5.83828018995929,14
"2000","{butter,sliced cheese,yogurt} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606,11
"2002","{butter,other vegetables,sliced cheese} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606,11
"4398","{pip fruit,shopping bags,whipped/sour cream} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606,11
"5334","{citrus fruit,fruit/vegetable juice,other vegetables,yogurt} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606,11
"5421","{rolls/buns,root vegetables,whipped/sour cream,yogurt} => {tropical fruit}",0.00111845449923742,0.611111111111111,5.82391257536606,11
"5541","{citrus fruit,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00315200813421454,0.63265306122449,5.80423773987207,31
"5658","{citrus fruit,other vegetables,root vegetables,whole milk,yogurt} => {tropical fruit}",0.00142348754448399,0.608695652173913,5.80089315807213,14
"1840","{domestic eggs,hard cheese,other vegetables} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577,12
"2019","{sliced cheese,whipped/sour cream,yogurt} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577,12
"2093","{fruit/vegetable juice,oil,whole milk} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577,12
"3354","{beef,rolls/buns,sausage} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577,12
"5102","{brown bread,citrus fruit,other vegetables,whole milk} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577,12
"5428","{other vegetables,rolls/buns,tropical fruit,whipped/sour cream} => {root vegetables}",0.00122013218098627,0.631578947368421,5.79438334642577,12
"5534","{citrus fruit,other vegetables,root vegetables,yogurt} => {tropical fruit}",0.00172852058973055,0.607142857142857,5.78609496124031,17
"2660","{cream cheese,curd,other vegetables} => {root vegetables}",0.00172852058973055,0.62962962962963,5.7764994472084,17
"3366","{beef,rolls/buns,tropical fruit} => {root vegetables}",0.00172852058973055,0.62962962962963,5.7764994472084,17
"1904","{butter milk,other vegetables,pastry} => {yogurt}",0.00122013218098627,0.8,5.73469387755102,12
"4326","{fruit/vegetable juice,pastry,whipped/sour cream} => {yogurt}",0.00122013218098627,0.8,5.73469387755102,12
"973","{berries,bottled beer} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716,10
"1505","{mayonnaise,other vegetables,yogurt} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716,10
"1539","{butter,herbs,whole milk} => {root vegetables}",0.00101677681748856,0.625,5.73402518656716,10
"1585","{herbs,rolls/buns,whole milk} => {root vegetables}",0.00152516522623284,0.625,5.73402518656716,15
